created_at,timestamp,mmsi,msg_type,latitude,longitude,speed,course,heading,rot,imo,name,call_sign,flag,draught,ship_and_cargo_type,length,width,eta,destination,status,maneuver,accuracy,collection_type,mmsi_label
2020-07-25 19:16:43.568161 UTC,2020-07-25 17:40:36 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,335,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 22:25:49.958345 UTC,2020-07-25 17:58:34 UTC,372711000,1,-20.44288,57.7432,0.0,52.0,335,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 18:42:54.712685 UTC,2020-07-25 17:51:32 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,335,7.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 18:43:20.261996 UTC,2020-07-25 17:51:12 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,335,7.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 19:16:43.568161 UTC,2020-07-25 17:42:17 UTC,372711000,1,-20.442906666666666,57.7432,0.0,52.0,335,5.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 19:16:43.568161 UTC,2020-07-25 17:42:26 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,335,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 18:43:20.261996 UTC,2020-07-25 17:41:22 UTC,372711000,1,-20.44288,57.743226666666665,0.0,52.0,335,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 19:16:43.568161 UTC,2020-07-25 17:40:26 UTC,372711000,1,-20.44288,57.743226666666665,0.0,52.0,335,5.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 20:25:06.022910 UTC,2020-07-25 17:40:06 UTC,372711000,1,-20.44288,57.743226666666665,0.0,52.0,335,5.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 13:47:15.734111 UTC,2020-07-25 13:20:18 UTC,636019537,1,-20.452666666666666,58.333226666666668,10.0,52.2,60,0.0,,,,LR,,,,,,,0,0,0,satellite,mmsi-636019537
2020-07-25 13:47:15.734111 UTC,2020-07-25 13:20:49 UTC,636019537,1,-20.45184,58.33450666666667,10.0,58.7,60,0.0,,,,LR,,,,,,,0,0,0,satellite,mmsi-636019537
2020-07-25 13:59:00.115904 UTC,2020-07-25 13:31:17 UTC,636019537,1,-20.43448,58.36104,10.0,60.7,60,0.0,,,,LR,,,,,,,0,0,0,satellite,mmsi-636019537
